Parameters,PDB_ID,Pocket,Pocket_Type,Ligand_Overlap,Pocket_Overlap,Center_Offset,Volume_Ratio,PDB_count,PocNum_Max
m2.6_M7.0_i25_D2.0,7ELR,2,Known,1,0.487,1.22,,13,8
m2.6_M7.0_i25_D2.4,1F27,1,Known,1,0.595,2.97,,13,4
m2.6_M7.0_i25_D2.4,1Q8N,1,Known,1,0.271,0.809,,13,6
m2.6_M7.0_i25_D2.4,2GDI,2,Known,0.654,0.482,3.97,,13,18
m2.6_M7.0_i25_D2.4,3E5C,5,Known,1,0.584,2.47,,13,5
m2.6_M7.0_i25_D2.4,4RZD,8,Known,1,0.892,1.3,,13,15
m2.6_M7.0_i25_D2.4,5KX9,17,Known,1,0.171,2.81,,13,17
m2.6_M7.0_i25_D2.4,6FZ0,1,Known,1,0.291,3.9,,13,9
m2.6_M7.0_i25_D2.4,6UBU,2,Known,1,0.332,4.28,,13,13
m2.6_M7.0_i25_D2.4,7ELR,2,Known,1,0.394,1.74,,13,11
m2.6_M7.0_i25_D2.8,1F27,2,Known,1,0.556,3.35,,13,5
m2.6_M7.0_i25_D2.8,1Q8N,1,Known,1,0.247,0.621,,13,7
m2.6_M7.0_i25_D2.8,2GDI,1,Known,1,0.139,5.27,,13,13
m2.6_M7.0_i25_D2.8,5KX9,1,Known,1,0.148,2.17,,13,17
m2.6_M7.0_i25_D2.8,6FZ0,1,Known,1,0.245,3.7,,13,7
m2.6_M7.0_i25_D2.8,7ELR,2,Known,1,0.218,3.45,,13,6
m2.6_M7.0_i25_D3.2,1F27,2,Known,1,0.508,3.96,,13,5
m2.6_M7.0_i25_D3.2,1Q8N,1,Known,1,0.23,1.23,,13,7
m2.6_M7.0_i25_D3.2,2GDI,1,Known,1,0.0779,3.87,,13,5
m2.6_M7.0_i25_D3.2,5KX9,1,Known,1,0.072,5.59,,13,4
m2.6_M7.0_i25_D3.2,6FZ0,1,Known,1,0.158,2.36,,13,3
m2.6_M7.0_i25_D3.2,6LAS,1,Known,1,0.126,4.27,,13,8
m2.6_M7.0_i30_D1.6,1F27,1,Known,0.938,1,1.15,,13,3
m2.6_M7.0_i30_D1.6,1Q8N,1,Known,1,0.775,1.7,,13,6
m2.6_M7.0_i30_D1.6,2GDI,1,Known,0.654,0.489,4.2,,13,8
m2.6_M7.0_i30_D1.6,2GDI,2,Known,0.385,0.545,5.88,,13,8
m2.6_M7.0_i30_D1.6,3E5C,2,Known,0.667,1,3.83,,13,4
m2.6_M7.0_i30_D1.6,3E5C,3,Known,0.481,0.974,3.98,,13,4
m2.6_M7.0_i30_D1.6,3NPQ,2,Known,0.462,0.94,5.08,,13,4
m2.6_M7.0_i30_D1.6,3NPQ,3,Known,0.5,0.938,4.95,,13,4
m2.6_M7.0_i30_D1.6,4B5R,4,Known,0.926,1,1.77,,13,11
m2.6_M7.0_i30_D1.6,4B5R,9,Known,0.444,0.647,5.34,,13,11
m2.6_M7.0_i30_D1.6,4RZD,1,Known,1,0.912,1.25,,13,9
m2.6_M7.0_i30_D1.6,5KX9,4,Known,1,0.764,1.25,,13,12
m2.6_M7.0_i30_D1.6,6FZ0,5,Known,0.852,0.943,2.66,,13,5
m2.6_M7.0_i30_D1.6,6LAS,2,Known,0.741,1,3.76,,13,7
m2.6_M7.0_i30_D1.6,6UBU,1,Known,1,1,0.737,,13,9
m2.6_M7.0_i30_D1.6,7ELR,1,Known,1,0.752,1.73,,13,4
m2.6_M7.0_i30_D1.6,7ELR,2,Known,0.455,0.303,4.89,,13,4
m2.6_M7.0_i30_D1.6,8D2B,1,Known,0.696,1,4.01,,13,3
m2.6_M7.0_i30_D2.0,1F27,1,Known,0.938,0.678,3.34,,13,4
m2.6_M7.0_i30_D2.0,1Q8N,2,Known,1,0.603,0.377,,13,8
m2.6_M7.0_i30_D2.0,2GDI,1,Known,0.654,0.487,4.01,,13,14
m2.6_M7.0_i30_D2.0,3E5C,3,Known,1,0.874,1.28,,13,4
m2.6_M7.0_i30_D2.0,3NPQ,2,Known,0.462,0.904,5.25,,13,9
m2.6_M7.0_i30_D2.0,3NPQ,4,Known,0.5,0.938,4.95,,13,9
m2.6_M7.0_i30_D2.0,4RZD,2,Known,1,0.914,1.2,,13,14
m2.6_M7.0_i30_D2.0,5KX9,10,Known,1,0.35,3.1,,13,13
m2.6_M7.0_i30_D2.0,6FZ0,4,Known,1,0.519,3.93,,13,10
m2.6_M7.0_i30_D2.0,6LAS,3,Known,0.815,0.462,5.66,,13,6
m2.6_M7.0_i30_D2.0,6UBU,1,Known,1,0.407,3.05,,13,10
m2.6_M7.0_i30_D2.0,7ELR,2,Known,1,0.487,1.22,,13,5
m2.6_M7.0_i30_D2.4,1F27,1,Known,1,0.595,2.97,,13,4
m2.6_M7.0_i30_D2.4,1Q8N,1,Known,1,0.271,0.809,,13,6
m2.6_M7.0_i30_D2.4,2GDI,2,Known,0.654,0.482,3.97,,13,16
m2.6_M7.0_i30_D2.4,3E5C,5,Known,1,0.584,2.47,,13,5
m2.6_M7.0_i30_D2.4,4RZD,7,Known,1,0.892,1.3,,13,12
m2.6_M7.0_i30_D2.4,5KX9,12,Known,1,0.171,2.81,,13,12
m2.6_M7.0_i30_D2.4,6FZ0,1,Known,1,0.291,3.9,,13,7
m2.6_M7.0_i30_D2.4,6UBU,2,Known,1,0.332,4.28,,13,8
m2.6_M7.0_i30_D2.4,7ELR,2,Known,1,0.394,1.74,,13,10
m2.6_M7.0_i30_D2.8,1F27,2,Known,1,0.556,3.35,,13,4
m2.6_M7.0_i30_D2.8,1Q8N,1,Known,1,0.247,0.621,,13,6
m2.6_M7.0_i30_D2.8,2GDI,1,Known,1,0.139,5.27,,13,13
m2.6_M7.0_i30_D2.8,5KX9,1,Known,1,0.148,2.17,,13,12
m2.6_M7.0_i30_D2.8,6FZ0,1,Known,1,0.245,3.7,,13,6
m2.6_M7.0_i30_D2.8,7ELR,2,Known,1,0.218,3.45,,13,6
m2.6_M7.0_i30_D3.2,1F27,2,Known,1,0.508,3.96,,13,4
m2.6_M7.0_i30_D3.2,1Q8N,1,Known,1,0.23,1.23,,13,5
m2.6_M7.0_i30_D3.2,2GDI,1,Known,1,0.0779,3.87,,13,3
m2.6_M7.0_i30_D3.2,5KX9,1,Known,1,0.072,5.59,,13,4
m2.6_M7.0_i30_D3.2,6FZ0,1,Known,1,0.158,2.36,,13,3
m2.6_M7.0_i30_D3.2,6LAS,1,Known,1,0.126,4.27,,13,7
m3.0_M5.4_i10_D1.6,1F27,1,Known,0.75,1,1.63,,13,5
m3.0_M5.4_i10_D1.6,1Q8N,1,Known,1,0.934,0.785,,13,8
m3.0_M5.4_i10_D1.6,2GDI,1,Known,0.5,0.845,5.51,,13,12
m3.0_M5.4_i10_D1.6,2GDI,11,Known,0.385,0.6,3.17,,13,12
m3.0_M5.4_i10_D1.6,3E5C,3,Known,0.667,1,3.54,,13,4
m3.0_M5.4_i10_D1.6,3NPQ,1,Known,0.5,1,4.63,,13,5
m3.0_M5.4_i10_D1.6,3NPQ,2,Known,0.346,1,5.19,,13,5
m3.0_M5.4_i10_D1.6,4B5R,2,Known,0.37,0.731,5.66,,13,13
m3.0_M5.4_i10_D1.6,4RZD,1,Known,1,1,0.903,,13,8
m3.0_M5.4_i10_D1.6,5KX9,1,Known,0.593,0.875,2.95,,13,24
m3.0_M5.4_i10_D1.6,6FZ0,1,Known,0.63,1,3.52,,13,9
m3.0_M5.4_i10_D1.6,6LAS,1,Known,0.593,1,3.74,,13,8
m3.0_M5.4_i10_D1.6,6UBU,1,Known,1,1,0.565,,13,9
m3.0_M5.4_i10_D1.6,7ELR,1,Known,1,0.899,1.29,,13,6
m3.0_M5.4_i10_D1.6,8D2B,1,Known,0.696,1,3.65,,13,6
m3.0_M5.4_i10_D2.0,1F27,1,Known,0.75,0.794,2.95,,13,4
m3.0_M5.4_i10_D2.0,1Q8N,1,Known,1,0.808,0.478,,13,11
m3.0_M5.4_i10_D2.0,2GDI,1,Known,0.5,0.803,5.34,,13,13
m3.0_M5.4_i10_D2.0,2GDI,12,Known,0.385,0.6,3.17,,13,13
m3.0_M5.4_i10_D2.0,3E5C,2,Known,0.778,1,2.86,,13,5
m3.0_M5.4_i10_D2.0,3NPQ,1,Known,0.5,1,4.63,,13,7
m3.0_M5.4_i10_D2.0,3NPQ,2,Known,0.346,0.914,5.57,,13,7
m3.0_M5.4_i10_D2.0,4B5R,4,Known,0.481,0.788,4.67,,13,14
m3.0_M5.4_i10_D2.0,4B5R,10,Known,0.37,1,3.19,,13,14
m3.0_M5.4_i10_D2.0,4RZD,1,Known,1,1,0.903,,13,8
m3.0_M5.4_i10_D2.0,5KX9,2,Known,0.815,0.882,2.74,,13,24
m3.0_M5.4_i10_D2.0,6FZ0,1,Known,0.704,1,3.56,,13,10
m3.0_M5.4_i10_D2.0,6LAS,1,Known,0.593,1,3.74,,13,10
m3.0_M5.4_i10_D2.0,6UBU,1,Known,1,0.81,1.51,,13,10
m3.0_M5.4_i10_D2.0,7ELR,1,Known,1,0.79,1.3,,13,4
m3.0_M5.4_i10_D2.0,8D2B,1,Known,0.696,0.986,3.6,,13,6
m3.0_M5.4_i10_D2.4,1F27,1,Known,0.75,0.776,3.09,,13,4
m3.0_M5.4_i10_D2.4,1Q8N,1,Known,1,0.79,0.658,,13,8
m3.0_M5.4_i10_D2.4,2GDI,1,Known,0.615,0.784,4.69,,13,15
m3.0_M5.4_i10_D2.4,3E5C,2,Known,0.778,0.81,3.83,,13,5
m3.0_M5.4_i10_D2.4,3NPQ,2,Known,0.5,0.98,4.71,,13,7
m3.0_M5.4_i10_D2.4,4B5R,3,Known,0.63,0.755,4.09,,13,15
m3.0_M5.4_i10_D2.4,4RZD,1,Known,1,1,0.903,,13,13
m3.0_M5.4_i10_D2.4,5KX9,9,Known,1,0.467,4.43,,13,22
m3.0_M5.4_i10_D2.4,6FZ0,1,Known,0.704,0.973,3.52,,13,10
m3.0_M5.4_i10_D2.4,6LAS,2,Known,0.593,1,3.74,,13,13
m3.0_M5.4_i10_D2.4,6UBU,1,Known,1,0.516,2.73,,13,12
m3.0_M5.4_i10_D2.4,7ELR,1,Known,1,0.775,1.4,,13,5
m3.0_M5.4_i10_D2.4,8D2B,1,Known,0.696,0.986,3.6,,13,7
m3.0_M5.4_i10_D2.8,1F27,1,Known,0.875,0.779,3,,13,4
m3.0_M5.4_i10_D2.8,1Q8N,1,Known,1,0.79,0.658,,13,8
m3.0_M5.4_i10_D2.8,2GDI,1,Known,0.692,0.335,4.71,,13,15
m3.0_M5.4_i10_D2.8,3E5C,2,Known,0.778,0.758,3.86,,13,6
m3.0_M5.4_i10_D2.8,3E5C,6,Known,0.37,0.545,3.78,,13,6
m3.0_M5.4_i10_D2.8,3NPQ,1,Known,0.923,0.619,2.92,,13,8
m3.0_M5.4_i10_D2.8,4B5R,3,Known,0.37,1,3.65,,13,18
m3.0_M5.4_i10_D2.8,4B5R,6,Known,0.63,0.69,4.08,,13,18
m3.0_M5.4_i10_D2.8,5KX9,12,Known,1,0.391,3.93,,13,23
m3.0_M5.4_i10_D2.8,6FZ0,9,Known,0.704,0.973,3.44,,13,11
m3.0_M5.4_i10_D2.8,6LAS,1,Known,0.741,0.909,2.55,,13,14
m3.0_M5.4_i10_D2.8,6UBU,1,Known,1,0.511,2.79,,13,17
m3.0_M5.4_i10_D2.8,7ELR,4,Known,1,0.712,1.83,,13,8
m3.0_M5.4_i10_D2.8,8D2B,2,Known,0.696,0.986,3.6,,13,10
m3.0_M5.4_i10_D3.2,1F27,1,Known,0.875,0.779,3,,13,5
m3.0_M5.4_i10_D3.2,1Q8N,1,Known,1,0.507,2.94,,13,5
m3.0_M5.4_i10_D3.2,2GDI,1,Known,0.692,0.255,4.81,,13,17
m3.0_M5.4_i10_D3.2,3NPQ,1,Known,0.923,0.535,3.71,,13,7
m3.0_M5.4_i10_D3.2,4B5R,9,Known,0.63,0.69,4.08,,13,18
m3.0_M5.4_i10_D3.2,4RZD,1,Known,1,0.26,5.67,,13,21
m3.0_M5.4_i10_D3.2,5KX9,12,Known,1,0.374,3.95,,13,23
m3.0_M5.4_i10_D3.2,6FZ0,10,Known,0.704,0.936,3.52,,13,11
m3.0_M5.4_i10_D3.2,6LAS,1,Known,0.741,0.909,2.55,,13,17
m3.0_M5.4_i10_D3.2,6UBU,1,Known,1,0.353,3.34,,13,10
m3.0_M5.4_i10_D3.2,7ELR,4,Known,1,0.581,0.692,,13,9
m3.0_M5.4_i10_D3.2,8D2B,4,Known,0.696,0.986,3.6,,13,7
m3.0_M5.4_i15_D1.6,1F27,1,Known,0.75,1,1.63,,13,2
m3.0_M5.4_i15_D1.6,1Q8N,1,Known,1,0.934,0.785,,13,4
m3.0_M5.4_i15_D1.6,2GDI,1,Known,0.5,0.845,5.51,,13,7
m3.0_M5.4_i15_D1.6,3E5C,3,Known,0.667,1,3.54,,13,3
m3.0_M5.4_i15_D1.6,3NPQ,1,Known,0.5,1,4.63,,13,4
m3.0_M5.4_i15_D1.6,3NPQ,2,Known,0.346,1,5.19,,13,4
m3.0_M5.4_i15_D1.6,4B5R,2,Known,0.37,0.731,5.66,,13,6
m3.0_M5.4_i15_D1.6,4RZD,1,Known,1,1,0.903,,13,4
m3.0_M5.4_i15_D1.6,5KX9,1,Known,0.593,0.875,2.95,,13,10
m3.0_M5.4_i15_D1.6,6FZ0,1,Known,0.63,1,3.52,,13,3
m3.0_M5.4_i15_D1.6,6LAS,1,Known,0.593,1,3.74,,13,5
m3.0_M5.4_i15_D1.6,6UBU,1,Known,1,1,0.565,,13,4
m3.0_M5.4_i15_D1.6,7ELR,1,Known,1,0.899,1.29,,13,3
m3.0_M5.4_i15_D1.6,8D2B,1,Known,0.696,1,3.65,,13,4
m3.0_M5.4_i15_D2.0,1F27,1,Known,0.75,0.794,2.95,,13,2
m3.0_M5.4_i15_D2.0,1Q8N,1,Known,1,0.808,0.478,,13,4
m3.0_M5.4_i15_D2.0,2GDI,1,Known,0.5,0.803,5.34,,13,8
m3.0_M5.4_i15_D2.0,3E5C,2,Known,0.778,1,2.86,,13,3
m3.0_M5.4_i15_D2.0,3NPQ,1,Known,0.5,1,4.63,,13,5
m3.0_M5.4_i15_D2.0,3NPQ,2,Known,0.346,0.914,5.57,,13,5
m3.0_M5.4_i15_D2.0,4B5R,4,Known,0.481,0.788,4.67,,13,7
m3.0_M5.4_i15_D2.0,4RZD,1,Known,1,1,0.903,,13,6
m3.0_M5.4_i15_D2.0,5KX9,2,Known,0.815,0.882,2.74,,13,13
m3.0_M5.4_i15_D2.0,6FZ0,1,Known,0.704,1,3.56,,13,5
m3.0_M5.4_i15_D2.0,6LAS,1,Known,0.593,1,3.74,,13,7
m3.0_M5.4_i15_D2.0,6UBU,1,Known,1,0.81,1.51,,13,7
m3.0_M5.4_i15_D2.0,7ELR,1,Known,1,0.79,1.3,,13,3
m3.0_M5.4_i15_D2.0,8D2B,1,Known,0.696,0.986,3.6,,13,4
m3.0_M5.4_i15_D2.4,1F27,1,Known,0.75,0.776,3.09,,13,2
m3.0_M5.4_i15_D2.4,1Q8N,1,Known,1,0.79,0.658,,13,5
m3.0_M5.4_i15_D2.4,2GDI,1,Known,0.615,0.784,4.69,,13,11
m3.0_M5.4_i15_D2.4,3E5C,2,Known,0.778,0.81,3.83,,13,5
m3.0_M5.4_i15_D2.4,3NPQ,2,Known,0.5,0.98,4.71,,13,4
m3.0_M5.4_i15_D2.4,4B5R,3,Known,0.63,0.755,4.09,,13,7
m3.0_M5.4_i15_D2.4,4RZD,1,Known,1,1,0.903,,13,7
m3.0_M5.4_i15_D2.4,5KX9,6,Known,1,0.467,4.43,,13,12
m3.0_M5.4_i15_D2.4,6FZ0,1,Known,0.704,0.973,3.52,,13,5
m3.0_M5.4_i15_D2.4,6LAS,2,Known,0.593,1,3.74,,13,7
m3.0_M5.4_i15_D2.4,6UBU,1,Known,1,0.516,2.73,,13,8
m3.0_M5.4_i15_D2.4,7ELR,1,Known,1,0.775,1.4,,13,3
m3.0_M5.4_i15_D2.4,8D2B,1,Known,0.696,0.986,3.6,,13,4
m3.0_M5.4_i15_D2.8,1F27,1,Known,0.875,0.779,3,,13,2
m3.0_M5.4_i15_D2.8,1Q8N,1,Known,1,0.79,0.658,,13,5
m3.0_M5.4_i15_D2.8,2GDI,1,Known,0.692,0.335,4.71,,13,10
m3.0_M5.4_i15_D2.8,3E5C,2,Known,0.778,0.758,3.86,,13,5
m3.0_M5.4_i15_D2.8,3E5C,5,Known,0.37,0.545,3.78,,13,5
m3.0_M5.4_i15_D2.8,3NPQ,1,Known,0.923,0.619,2.92,,13,6
m3.0_M5.4_i15_D2.8,4B5R,4,Known,0.63,0.69,4.08,,13,9
m3.0_M5.4_i15_D2.8,5KX9,8,Known,1,0.391,3.93,,13,14
m3.0_M5.4_i15_D2.8,6FZ0,8,Known,0.704,0.973,3.44,,13,8
m3.0_M5.4_i15_D2.8,6LAS,1,Known,0.741,0.909,2.55,,13,8
m3.0_M5.4_i15_D2.8,6UBU,1,Known,1,0.511,2.79,,13,10
m3.0_M5.4_i15_D2.8,7ELR,3,Known,1,0.712,1.83,,13,4
m3.0_M5.4_i15_D2.8,8D2B,2,Known,0.696,0.986,3.6,,13,6
m3.0_M5.4_i15_D3.2,1F27,1,Known,0.875,0.779,3,,13,2
m3.0_M5.4_i15_D3.2,1Q8N,1,Known,1,0.507,2.94,,13,3
m3.0_M5.4_i15_D3.2,2GDI,1,Known,0.692,0.255,4.81,,13,13
m3.0_M5.4_i15_D3.2,3NPQ,1,Known,0.923,0.535,3.71,,13,6
m3.0_M5.4_i15_D3.2,4B5R,7,Known,0.63,0.69,4.08,,13,11
m3.0_M5.4_i15_D3.2,4RZD,1,Known,1,0.26,5.67,,13,10
m3.0_M5.4_i15_D3.2,5KX9,11,Known,1,0.374,3.95,,13,16
m3.0_M5.4_i15_D3.2,6FZ0,8,Known,0.704,0.936,3.52,,13,8
m3.0_M5.4_i15_D3.2,6LAS,1,Known,0.741,0.909,2.55,,13,11
m3.0_M5.4_i15_D3.2,6UBU,1,Known,1,0.353,3.34,,13,6
m3.0_M5.4_i15_D3.2,7ELR,2,Known,1,0.581,0.692,,13,3
m3.0_M5.4_i15_D3.2,8D2B,4,Known,0.696,0.986,3.6,,13,5
m3.0_M5.4_i20_D1.6,1F27,1,Known,0.75,1,1.63,,13,2
m3.0_M5.4_i20_D1.6,1Q8N,1,Known,1,0.934,0.785,,13,3
m3.0_M5.4_i20_D1.6,2GDI,1,Known,0.5,0.845,5.51,,13,4
m3.0_M5.4_i20_D1.6,3E5C,3,Known,0.667,1,3.54,,13,3
m3.0_M5.4_i20_D1.6,3NPQ,1,Known,0.5,1,4.63,,13,3
m3.0_M5.4_i20_D1.6,3NPQ,2,Known,0.346,1,5.19,,13,3
m3.0_M5.4_i20_D1.6,4B5R,2,Known,0.37,0.731,5.66,,13,3
m3.0_M5.4_i20_D1.6,4RZD,1,Known,1,1,0.903,,13,3
m3.0_M5.4_i20_D1.6,5KX9,1,Known,0.593,0.875,2.95,,13,7
m3.0_M5.4_i20_D1.6,6FZ0,1,Known,0.63,1,3.52,,13,2
m3.0_M5.4_i20_D1.6,6LAS,1,Known,0.593,1,3.74,,13,3
m3.0_M5.4_i20_D1.6,6UBU,1,Known,1,1,0.565,,13,2
m3.0_M5.4_i20_D1.6,7ELR,1,Known,1,0.899,1.29,,13,3
m3.0_M5.4_i20_D1.6,8D2B,1,Known,0.696,1,3.65,,13,3
m3.0_M5.4_i20_D2.0,1F27,1,Known,0.75,0.794,2.95,,13,2
m3.0_M5.4_i20_D2.0,1Q8N,1,Known,1,0.808,0.478,,13,3
m3.0_M5.4_i20_D2.0,2GDI,1,Known,0.5,0.803,5.34,,13,5
m3.0_M5.4_i20_D2.0,3E5C,2,Known,0.778,1,2.86,,13,3
m3.0_M5.4_i20_D2.0,3NPQ,1,Known,0.5,1,4.63,,13,3
m3.0_M5.4_i20_D2.0,3NPQ,2,Known,0.346,0.914,5.57,,13,3
m3.0_M5.4_i20_D2.0,4B5R,4,Known,0.481,0.788,4.67,,13,6
m3.0_M5.4_i20_D2.0,4RZD,1,Known,1,1,0.903,,13,4
m3.0_M5.4_i20_D2.0,5KX9,2,Known,0.815,0.882,2.74,,13,7
m3.0_M5.4_i20_D2.0,6FZ0,1,Known,0.704,1,3.56,,13,4
m3.0_M5.4_i20_D2.0,6LAS,1,Known,0.593,1,3.74,,13,4
m3.0_M5.4_i20_D2.0,6UBU,1,Known,1,0.81,1.51,,13,4
m3.0_M5.4_i20_D2.0,7ELR,1,Known,1,0.79,1.3,,13,3
m3.0_M5.4_i20_D2.0,8D2B,1,Known,0.696,0.986,3.6,,13,3
m3.0_M5.4_i20_D2.4,1F27,1,Known,0.75,0.776,3.09,,13,2
m3.0_M5.4_i20_D2.4,1Q8N,1,Known,1,0.79,0.658,,13,4
m3.0_M5.4_i20_D2.4,2GDI,1,Known,0.615,0.784,4.69,,13,7
m3.0_M5.4_i20_D2.4,3E5C,2,Known,0.778,0.81,3.83,,13,3
m3.0_M5.4_i20_D2.4,3NPQ,2,Known,0.5,0.98,4.71,,13,4
m3.0_M5.4_i20_D2.4,4B5R,3,Known,0.63,0.755,4.09,,13,5
m3.0_M5.4_i20_D2.4,4RZD,1,Known,1,1,0.903,,13,5
m3.0_M5.4_i20_D2.4,5KX9,5,Known,1,0.467,4.43,,13,8
m3.0_M5.4_i20_D2.4,6FZ0,1,Known,0.704,0.973,3.52,,13,4
m3.0_M5.4_i20_D2.4,6LAS,2,Known,0.593,1,3.74,,13,4
m3.0_M5.4_i20_D2.4,6UBU,1,Known,1,0.516,2.73,,13,3
m3.0_M5.4_i20_D2.4,7ELR,1,Known,1,0.775,1.4,,13,3
m3.0_M5.4_i20_D2.4,8D2B,1,Known,0.696,0.986,3.6,,13,4
m3.0_M5.4_i20_D2.8,1F27,1,Known,0.875,0.779,3,,13,2
m3.0_M5.4_i20_D2.8,1Q8N,1,Known,1,0.79,0.658,,13,5
m3.0_M5.4_i20_D2.8,2GDI,1,Known,0.692,0.335,4.71,,13,5
m3.0_M5.4_i20_D2.8,3E5C,2,Known,0.778,0.758,3.86,,13,4
m3.0_M5.4_i20_D2.8,3E5C,4,Known,0.37,0.545,3.78,,13,4
m3.0_M5.4_i20_D2.8,3NPQ,1,Known,0.923,0.619,2.92,,13,3
m3.0_M5.4_i20_D2.8,4B5R,3,Known,0.63,0.69,4.08,,13,8
m3.0_M5.4_i20_D2.8,5KX9,5,Known,1,0.391,3.93,,13,8
m3.0_M5.4_i20_D2.8,6FZ0,5,Known,0.704,0.973,3.44,,13,5
m3.0_M5.4_i20_D2.8,6LAS,1,Known,0.741,0.909,2.55,,13,5
m3.0_M5.4_i20_D2.8,6UBU,1,Known,1,0.511,2.79,,13,2
m3.0_M5.4_i20_D2.8,7ELR,3,Known,1,0.712,1.83,,13,4
m3.0_M5.4_i20_D2.8,8D2B,2,Known,0.696,0.986,3.6,,13,4
m3.0_M5.4_i20_D3.2,1F27,1,Known,0.875,0.779,3,,13,2
m3.0_M5.4_i20_D3.2,1Q8N,1,Known,1,0.507,2.94,,13,3
m3.0_M5.4_i20_D3.2,2GDI,1,Known,0.692,0.255,4.81,,13,7
m3.0_M5.4_i20_D3.2,3NPQ,1,Known,0.923,0.535,3.71,,13,4
m3.0_M5.4_i20_D3.2,4B5R,5,Known,0.63,0.69,4.08,,13,8
m3.0_M5.4_i20_D3.2,4RZD,1,Known,1,0.26,5.67,,13,7
m3.0_M5.4_i20_D3.2,5KX9,8,Known,1,0.374,3.95,,13,12
m3.0_M5.4_i20_D3.2,6FZ0,7,Known,0.704,0.936,3.52,,13,7
m3.0_M5.4_i20_D3.2,6LAS,1,Known,0.741,0.909,2.55,,13,8
m3.0_M5.4_i20_D3.2,6UBU,1,Known,1,0.353,3.34,,13,4
m3.0_M5.4_i20_D3.2,7ELR,2,Known,1,0.581,0.692,,13,3
m3.0_M5.4_i20_D3.2,8D2B,4,Known,0.696,0.986,3.6,,13,4
m3.0_M5.4_i25_D1.6,1F27,1,Known,0.75,1,1.63,,13,1
m3.0_M5.4_i25_D1.6,1Q8N,1,Known,1,0.934,0.785,,13,2
m3.0_M5.4_i25_D1.6,2GDI,1,Known,0.5,0.845,5.51,,13,3
m3.0_M5.4_i25_D1.6,3E5C,3,Known,0.667,1,3.54,,13,3
m3.0_M5.4_i25_D1.6,3NPQ,1,Known,0.5,1,4.63,,13,2
m3.0_M5.4_i25_D1.6,3NPQ,2,Known,0.346,1,5.19,,13,2
m3.0_M5.4_i25_D1.6,4B5R,2,Known,0.37,0.731,5.66,,13,2
m3.0_M5.4_i25_D1.6,4RZD,1,Known,1,1,0.903,,13,3
m3.0_M5.4_i25_D1.6,5KX9,1,Known,0.593,0.875,2.95,,13,4
m3.0_M5.4_i25_D1.6,6FZ0,1,Known,0.63,1,3.52,,13,2
m3.0_M5.4_i25_D1.6,6LAS,1,Known,0.593,1,3.74,,13,3
m3.0_M5.4_i25_D1.6,6UBU,1,Known,1,1,0.565,,13,1
m3.0_M5.4_i25_D1.6,7ELR,1,Known,1,0.899,1.29,,13,2
m3.0_M5.4_i25_D1.6,8D2B,1,Known,0.696,1,3.65,,13,2
m3.0_M5.4_i25_D2.0,1F27,1,Known,0.75,0.794,2.95,,13,1
m3.0_M5.4_i25_D2.0,1Q8N,1,Known,1,0.808,0.478,,13,2
m3.0_M5.4_i25_D2.0,2GDI,1,Known,0.5,0.803,5.34,,13,3
m3.0_M5.4_i25_D2.0,3E5C,2,Known,0.778,1,2.86,,13,2
m3.0_M5.4_i25_D2.0,3NPQ,1,Known,0.5,1,4.63,,13,2
m3.0_M5.4_i25_D2.0,3NPQ,2,Known,0.346,0.914,5.57,,13,2
m3.0_M5.4_i25_D2.0,4B5R,3,Known,0.481,0.788,4.67,,13,5
m3.0_M5.4_i25_D2.0,4RZD,1,Known,1,1,0.903,,13,4
m3.0_M5.4_i25_D2.0,5KX9,2,Known,0.815,0.882,2.74,,13,4
m3.0_M5.4_i25_D2.0,6FZ0,1,Known,0.704,1,3.56,,13,2
m3.0_M5.4_i25_D2.0,6LAS,1,Known,0.593,1,3.74,,13,3
m3.0_M5.4_i25_D2.0,6UBU,1,Known,1,0.81,1.51,,13,3
m3.0_M5.4_i25_D2.0,7ELR,1,Known,1,0.79,1.3,,13,3
m3.0_M5.4_i25_D2.0,8D2B,1,Known,0.696,0.986,3.6,,13,3
m3.0_M5.4_i25_D2.4,1F27,1,Known,0.75,0.776,3.09,,13,1
m3.0_M5.4_i25_D2.4,1Q8N,1,Known,1,0.79,0.658,,13,3
m3.0_M5.4_i25_D2.4,2GDI,1,Known,0.615,0.784,4.69,,13,4
m3.0_M5.4_i25_D2.4,3E5C,2,Known,0.778,0.81,3.83,,13,2
m3.0_M5.4_i25_D2.4,3NPQ,2,Known,0.5,0.98,4.71,,13,4
m3.0_M5.4_i25_D2.4,4B5R,3,Known,0.63,0.755,4.09,,13,5
m3.0_M5.4_i25_D2.4,4RZD,1,Known,1,1,0.903,,13,4
m3.0_M5.4_i25_D2.4,5KX9,4,Known,1,0.467,4.43,,13,6
m3.0_M5.4_i25_D2.4,6FZ0,1,Known,0.704,0.973,3.52,,13,4
m3.0_M5.4_i25_D2.4,6LAS,2,Known,0.593,1,3.74,,13,3
m3.0_M5.4_i25_D2.4,6UBU,1,Known,1,0.516,2.73,,13,3
m3.0_M5.4_i25_D2.4,7ELR,1,Known,1,0.775,1.4,,13,3
m3.0_M5.4_i25_D2.4,8D2B,1,Known,0.696,0.986,3.6,,13,4
m3.0_M5.4_i25_D2.8,1F27,1,Known,0.875,0.779,3,,13,1
