Parameters,PDB_ID,Pocket,Pocket_Type,Ligand_Overlap,Pocket_Overlap,Center_Offset,Volume_Ratio,PDB_count,PocNum_Max
m2.6_M5.6_i35_D1.6,2GDI,2,Known,0.5,0.853,5.68,,13,4
m2.6_M5.6_i35_D1.6,3E5C,2,Known,0.667,1,3.92,,13,2
m2.6_M5.6_i35_D1.6,3NPQ,2,Known,0.462,1,5.33,,13,3
m2.6_M5.6_i35_D1.6,3NPQ,3,Known,0.5,1,4.62,,13,3
m2.6_M5.6_i35_D1.6,4B5R,4,Known,0.37,0.66,5.52,,13,4
m2.6_M5.6_i35_D1.6,4RZD,1,Known,1,0.896,1.76,,13,3
m2.6_M5.6_i35_D1.6,5KX9,3,Known,0.593,0.888,3.34,,13,7
m2.6_M5.6_i35_D1.6,5KX9,7,Known,0.407,1,4.79,,13,7
m2.6_M5.6_i35_D1.6,6FZ0,1,Known,0.63,0.978,3.65,,13,2
m2.6_M5.6_i35_D1.6,6LAS,2,Known,0.593,1,4.06,,13,3
m2.6_M5.6_i35_D1.6,6UBU,1,Known,1,1,0.737,,13,2
m2.6_M5.6_i35_D1.6,7ELR,1,Known,1,0.817,1.47,,13,2
m2.6_M5.6_i35_D1.6,8D2B,1,Known,0.696,1,4.12,,13,2
m2.6_M5.6_i35_D1.8,1F27,1,Known,0.75,0.627,3.89,,13,1
m2.6_M5.6_i35_D1.8,1Q8N,1,Known,1,0.724,0.632,,13,3
m2.6_M5.6_i35_D1.8,2GDI,1,Known,0.423,0.155,3.96,,13,5
m2.6_M5.6_i35_D1.8,2GDI,2,Known,0.5,0.853,5.68,,13,5
m2.6_M5.6_i35_D1.8,3E5C,2,Known,0.778,0.986,3.03,,13,2
m2.6_M5.6_i35_D1.8,3NPQ,2,Known,0.462,0.953,5.48,,13,3
m2.6_M5.6_i35_D1.8,3NPQ,3,Known,0.5,0.968,4.77,,13,3
m2.6_M5.6_i35_D1.8,4B5R,4,Known,0.519,1,3.19,,13,6
m2.6_M5.6_i35_D1.8,4B5R,6,Known,0.37,0.66,5.52,,13,6
m2.6_M5.6_i35_D1.8,4RZD,1,Known,1,0.896,1.76,,13,5
m2.6_M5.6_i35_D1.8,5KX9,7,Known,0.63,0.71,4.25,,13,8
m2.6_M5.6_i35_D1.8,6FZ0,3,Known,0.704,0.948,3.64,,13,3
m2.6_M5.6_i35_D1.8,6LAS,2,Known,0.593,1,4.06,,13,3
m2.6_M5.6_i35_D1.8,6UBU,1,Known,1,0.824,1.35,,13,3
m2.6_M5.6_i35_D1.8,7ELR,1,Known,1,0.621,1.07,,13,3
m2.6_M5.6_i35_D1.8,8D2B,1,Known,0.696,0.977,4.06,,13,2
m2.6_M5.6_i35_D2.0,1F27,1,Known,0.75,0.627,3.89,,13,1
m2.6_M5.6_i35_D2.0,1Q8N,2,Known,1,0.709,0.79,,13,4
m2.6_M5.6_i35_D2.0,2GDI,1,Known,0.615,0.444,4.27,,13,6
m2.6_M5.6_i35_D2.0,3E5C,2,Known,0.778,0.986,3.03,,13,2
m2.6_M5.6_i35_D2.0,3NPQ,2,Known,0.462,0.953,5.48,,13,6
m2.6_M5.6_i35_D2.0,3NPQ,3,Known,0.5,0.968,4.77,,13,6
m2.6_M5.6_i35_D2.0,4B5R,3,Known,0.63,0.818,3.18,,13,4
m2.6_M5.6_i35_D2.0,4RZD,1,Known,1,0.903,1.41,,13,5
m2.6_M5.6_i35_D2.0,5KX9,3,Known,1,0.425,3.76,,13,8
m2.6_M5.6_i35_D2.0,6FZ0,3,Known,0.704,0.948,3.66,,13,4
m2.6_M5.6_i35_D2.0,6LAS,2,Known,0.593,0.963,3.95,,13,3
m2.6_M5.6_i35_D2.0,6UBU,1,Known,1,0.486,1.99,,13,3
m2.6_M5.6_i35_D2.0,7ELR,1,Known,1,0.565,0.658,,13,3
m2.6_M5.6_i35_D2.2,1F27,1,Known,0.75,0.623,3.9,,13,1
m2.6_M5.6_i35_D2.2,1Q8N,1,Known,1,0.377,0.773,,13,1
m2.6_M5.6_i35_D2.2,2GDI,1,Known,0.615,0.444,4.27,,13,7
m2.6_M5.6_i35_D2.2,3E5C,2,Known,0.778,0.779,4.43,,13,2
m2.6_M5.6_i35_D2.2,3NPQ,2,Known,0.462,0.953,5.48,,13,7
m2.6_M5.6_i35_D2.2,3NPQ,3,Known,0.5,0.952,4.84,,13,7
m2.6_M5.6_i35_D2.2,4B5R,2,Known,0.63,0.809,3.18,,13,3
m2.6_M5.6_i35_D2.2,4RZD,3,Known,1,0.878,1.49,,13,5
m2.6_M5.6_i35_D2.2,5KX9,1,Known,1,0.288,1.71,,13,7
m2.6_M5.6_i35_D2.2,6FZ0,4,Known,0.704,0.948,3.66,,13,7
m2.6_M5.6_i35_D2.2,6LAS,2,Known,0.593,0.963,3.95,,13,3
m2.6_M5.6_i35_D2.2,6UBU,1,Known,1,0.47,2.24,,13,4
m2.6_M5.6_i35_D2.2,7ELR,1,Known,1,0.519,0.705,,13,3
m2.6_M5.6_i35_D2.4,1F27,1,Known,0.75,0.546,3.55,,13,2
m2.6_M5.6_i35_D2.4,1Q8N,1,Known,1,0.339,0.821,,13,1
m2.6_M5.6_i35_D2.4,2GDI,1,Known,0.615,0.439,4.22,,13,10
m2.6_M5.6_i35_D2.4,3E5C,2,Known,0.778,0.685,4.75,,13,3
m2.6_M5.6_i35_D2.4,3E5C,3,Known,0.37,0.564,3.58,,13,3
m2.6_M5.6_i35_D2.4,3NPQ,1,Known,0.923,0.653,2.98,,13,5
m2.6_M5.6_i35_D2.4,4B5R,5,Known,0.63,0.713,3.92,,13,7
m2.6_M5.6_i35_D2.4,4RZD,3,Known,1,0.878,1.49,,13,8
m2.6_M5.6_i35_D2.4,5KX9,2,Known,1,0.268,2.36,,13,8
m2.6_M5.6_i35_D2.4,6FZ0,4,Known,0.704,0.92,3.72,,13,5
m2.6_M5.6_i35_D2.4,6LAS,3,Known,0.593,0.798,4.79,,13,3
m2.6_M5.6_i35_D2.4,6UBU,1,Known,1,0.424,3.02,,13,8
m2.6_M5.6_i35_D2.4,7ELR,1,Known,1,0.5,0.711,,13,3
m2.6_M5.6_i40_D1.6,1F27,1,Known,0.75,1,1.47,,13,1
m2.6_M5.6_i40_D1.6,1Q8N,1,Known,1,0.88,1.47,,13,2
m2.6_M5.6_i40_D1.6,2GDI,1,Known,0.423,0.155,3.96,,13,3
m2.6_M5.6_i40_D1.6,2GDI,2,Known,0.5,0.853,5.68,,13,3
m2.6_M5.6_i40_D1.6,3E5C,2,Known,0.667,1,3.92,,13,2
m2.6_M5.6_i40_D1.6,3NPQ,2,Known,0.462,1,5.33,,13,3
m2.6_M5.6_i40_D1.6,3NPQ,3,Known,0.5,1,4.62,,13,3
m2.6_M5.6_i40_D1.6,4B5R,3,Known,0.37,0.66,5.52,,13,3
m2.6_M5.6_i40_D1.6,4RZD,1,Known,1,0.896,1.76,,13,3
m2.6_M5.6_i40_D1.6,5KX9,3,Known,0.593,0.888,3.34,,13,5
m2.6_M5.6_i40_D1.6,6FZ0,1,Known,0.63,0.978,3.65,,13,2
m2.6_M5.6_i40_D1.6,6LAS,2,Known,0.593,1,4.06,,13,3
m2.6_M5.6_i40_D1.6,6UBU,1,Known,1,1,0.737,,13,2
m2.6_M5.6_i40_D1.6,7ELR,1,Known,1,0.817,1.47,,13,1
m2.6_M5.6_i40_D1.6,8D2B,1,Known,0.696,1,4.12,,13,2
m2.6_M5.6_i40_D1.8,1F27,1,Known,0.75,0.627,3.89,,13,1
m2.6_M5.6_i40_D1.8,1Q8N,1,Known,1,0.724,0.632,,13,3
m2.6_M5.6_i40_D1.8,2GDI,1,Known,0.423,0.155,3.96,,13,4
m2.6_M5.6_i40_D1.8,2GDI,2,Known,0.5,0.853,5.68,,13,4
m2.6_M5.6_i40_D1.8,3E5C,2,Known,0.778,0.986,3.03,,13,2
m2.6_M5.6_i40_D1.8,3NPQ,2,Known,0.462,0.953,5.48,,13,3
m2.6_M5.6_i40_D1.8,3NPQ,3,Known,0.5,0.968,4.77,,13,3
m2.6_M5.6_i40_D1.8,4B5R,4,Known,0.37,0.66,5.52,,13,4
m2.6_M5.6_i40_D1.8,4RZD,1,Known,1,0.896,1.76,,13,4
m2.6_M5.6_i40_D1.8,5KX9,5,Known,0.63,0.71,4.25,,13,6
m2.6_M5.6_i40_D1.8,6FZ0,3,Known,0.704,0.948,3.64,,13,3
m2.6_M5.6_i40_D1.8,6LAS,2,Known,0.593,1,4.06,,13,3
m2.6_M5.6_i40_D1.8,6UBU,1,Known,1,0.824,1.35,,13,3
m2.6_M5.6_i40_D1.8,7ELR,1,Known,1,0.621,1.07,,13,3
m2.6_M5.6_i40_D1.8,8D2B,1,Known,0.696,0.977,4.06,,13,2
m2.6_M5.6_i40_D2.0,1F27,1,Known,0.75,0.627,3.89,,13,1
m2.6_M5.6_i40_D2.0,1Q8N,2,Known,1,0.709,0.79,,13,4
m2.6_M5.6_i40_D2.0,2GDI,1,Known,0.615,0.444,4.27,,13,5
m2.6_M5.6_i40_D2.0,3E5C,2,Known,0.778,0.986,3.03,,13,2
m2.6_M5.6_i40_D2.0,3NPQ,2,Known,0.462,0.953,5.48,,13,5
m2.6_M5.6_i40_D2.0,3NPQ,3,Known,0.5,0.968,4.77,,13,5
m2.6_M5.6_i40_D2.0,4B5R,2,Known,0.63,0.818,3.18,,13,3
m2.6_M5.6_i40_D2.0,4RZD,1,Known,1,0.903,1.41,,13,5
m2.6_M5.6_i40_D2.0,5KX9,3,Known,1,0.425,3.76,,13,5
m2.6_M5.6_i40_D2.0,6FZ0,3,Known,0.704,0.948,3.66,,13,3
m2.6_M5.6_i40_D2.0,6LAS,2,Known,0.593,0.963,3.95,,13,3
m2.6_M5.6_i40_D2.0,6UBU,1,Known,1,0.486,1.99,,13,3
m2.6_M5.6_i40_D2.0,7ELR,1,Known,1,0.565,0.658,,13,3
m2.6_M5.6_i40_D2.2,1F27,1,Known,0.75,0.623,3.9,,13,1
m2.6_M5.6_i40_D2.2,1Q8N,1,Known,1,0.377,0.773,,13,1
m2.6_M5.6_i40_D2.2,2GDI,1,Known,0.615,0.444,4.27,,13,5
m2.6_M5.6_i40_D2.2,3E5C,2,Known,0.778,0.779,4.43,,13,2
m2.6_M5.6_i40_D2.2,3NPQ,2,Known,0.462,0.953,5.48,,13,6
m2.6_M5.6_i40_D2.2,3NPQ,3,Known,0.5,0.952,4.84,,13,6
m2.6_M5.6_i40_D2.2,4B5R,2,Known,0.63,0.809,3.18,,13,3
m2.6_M5.6_i40_D2.2,4RZD,3,Known,1,0.878,1.49,,13,5
m2.6_M5.6_i40_D2.2,5KX9,1,Known,1,0.288,1.71,,13,5
m2.6_M5.6_i40_D2.2,6FZ0,3,Known,0.704,0.948,3.66,,13,4
m2.6_M5.6_i40_D2.2,6LAS,2,Known,0.593,0.963,3.95,,13,3
m2.6_M5.6_i40_D2.2,6UBU,1,Known,1,0.47,2.24,,13,4
m2.6_M5.6_i40_D2.2,7ELR,1,Known,1,0.519,0.705,,13,3
m2.6_M5.6_i40_D2.4,1F27,1,Known,0.75,0.546,3.55,,13,2
m2.6_M5.6_i40_D2.4,1Q8N,1,Known,1,0.339,0.821,,13,1
m2.6_M5.6_i40_D2.4,2GDI,1,Known,0.615,0.439,4.22,,13,8
m2.6_M5.6_i40_D2.4,3E5C,2,Known,0.778,0.685,4.75,,13,2
m2.6_M5.6_i40_D2.4,3NPQ,1,Known,0.923,0.653,2.98,,13,5
m2.6_M5.6_i40_D2.4,4B5R,4,Known,0.63,0.713,3.92,,13,5
m2.6_M5.6_i40_D2.4,4RZD,3,Known,1,0.878,1.49,,13,5
m2.6_M5.6_i40_D2.4,5KX9,2,Known,1,0.268,2.36,,13,7
m2.6_M5.6_i40_D2.4,6FZ0,4,Known,0.704,0.92,3.72,,13,4
m2.6_M5.6_i40_D2.4,6LAS,3,Known,0.593,0.798,4.79,,13,3
m2.6_M5.6_i40_D2.4,6UBU,1,Known,1,0.424,3.02,,13,7
m2.6_M5.6_i40_D2.4,7ELR,1,Known,1,0.5,0.711,,13,3
m2.6_M5.8_i20_D1.6,1F27,1,Known,0.875,1,1.3,,13,4
m2.6_M5.8_i20_D1.6,1Q8N,1,Known,1,0.853,1.53,,13,9
m2.6_M5.8_i20_D1.6,2GDI,1,Known,0.654,0.469,4.29,,13,10
m2.6_M5.8_i20_D1.6,3E5C,3,Known,0.667,1,3.83,,13,4
m2.6_M5.8_i20_D1.6,3E5C,4,Known,0.481,0.973,4.04,,13,4
m2.6_M5.8_i20_D1.6,3NPQ,2,Known,0.462,0.968,5.25,,13,7
m2.6_M5.8_i20_D1.6,3NPQ,3,Known,0.5,0.938,4.95,,13,7
m2.6_M5.8_i20_D1.6,4B5R,4,Known,0.481,1,3.08,,13,8
m2.6_M5.8_i20_D1.6,4B5R,8,Known,0.407,0.64,5.39,,13,8
m2.6_M5.8_i20_D1.6,4RZD,1,Known,1,0.896,1.76,,13,9
m2.6_M5.8_i20_D1.6,5KX9,5,Known,0.926,0.933,2.29,,13,22
m2.6_M5.8_i20_D1.6,6FZ0,1,Known,0.63,0.978,3.7,,13,9
m2.6_M5.8_i20_D1.6,6LAS,2,Known,0.63,1,4.01,,13,7
m2.6_M5.8_i20_D1.6,6UBU,1,Known,1,1,0.737,,13,9
m2.6_M5.8_i20_D1.6,7ELR,1,Known,1,0.81,1.49,,13,5
m2.6_M5.8_i20_D1.6,7ELR,2,Known,0.455,0.303,4.89,,13,5
m2.6_M5.8_i20_D1.6,8D2B,1,Known,0.696,1,4.05,,13,5
m2.6_M5.8_i20_D1.8,1F27,1,Known,0.875,0.67,3.48,,13,5
m2.6_M5.8_i20_D1.8,1Q8N,1,Known,1,0.699,0.537,,13,11
m2.6_M5.8_i20_D1.8,2GDI,1,Known,0.654,0.472,4.27,,13,15
m2.6_M5.8_i20_D1.8,3E5C,2,Known,0.778,0.988,2.96,,13,6
m2.6_M5.8_i20_D1.8,3NPQ,2,Known,0.462,0.926,5.41,,13,7
m2.6_M5.8_i20_D1.8,3NPQ,3,Known,0.5,0.938,4.95,,13,7
m2.6_M5.8_i20_D1.8,4B5R,4,Known,0.519,1,3.05,,13,12
m2.6_M5.8_i20_D1.8,4B5R,12,Known,0.407,0.64,5.39,,13,12
m2.6_M5.8_i20_D1.8,4RZD,1,Known,1,0.896,1.76,,13,9
m2.6_M5.8_i20_D1.8,5KX9,20,Known,1,0.493,2.82,,13,21
m2.6_M5.8_i20_D1.8,6FZ0,3,Known,0.704,0.948,3.68,,13,9
m2.6_M5.8_i20_D1.8,6LAS,2,Known,0.63,1,4.01,,13,7
m2.6_M5.8_i20_D1.8,6UBU,2,Known,1,0.824,1.35,,13,12
m2.6_M5.8_i20_D1.8,7ELR,1,Known,1,0.594,1.13,,13,6
m2.6_M5.8_i20_D1.8,8D2B,1,Known,0.696,0.978,4.04,,13,5
m2.6_M5.8_i20_D2.0,1F27,1,Known,0.875,0.67,3.48,,13,5
m2.6_M5.8_i20_D2.0,1Q8N,2,Known,1,0.683,0.711,,13,9
m2.6_M5.8_i20_D2.0,2GDI,1,Known,0.654,0.456,4.2,,13,16
m2.6_M5.8_i20_D2.0,3E5C,2,Known,0.778,0.988,2.96,,13,7
m2.6_M5.8_i20_D2.0,3NPQ,2,Known,0.462,0.926,5.41,,13,8
m2.6_M5.8_i20_D2.0,3NPQ,3,Known,0.5,0.938,4.95,,13,8
m2.6_M5.8_i20_D2.0,4B5R,5,Known,0.667,0.812,3.04,,13,13
m2.6_M5.8_i20_D2.0,4RZD,1,Known,1,0.903,1.41,,13,11
m2.6_M5.8_i20_D2.0,5KX9,3,Known,1,0.414,3.83,,13,22
m2.6_M5.8_i20_D2.0,6FZ0,4,Known,0.704,0.949,3.71,,13,12
m2.6_M5.8_i20_D2.0,6LAS,3,Known,0.63,0.755,4.65,,13,8
m2.6_M5.8_i20_D2.0,6UBU,1,Known,1,0.444,2.43,,13,12
m2.6_M5.8_i20_D2.0,7ELR,1,Known,1,0.537,0.712,,13,5
m2.6_M5.8_i20_D2.2,1F27,1,Known,0.875,0.664,3.5,,13,7
m2.6_M5.8_i20_D2.2,1Q8N,1,Known,1,0.351,0.71,,13,7
m2.6_M5.8_i20_D2.2,2GDI,1,Known,0.654,0.456,4.2,,13,15
m2.6_M5.8_i20_D2.2,3E5C,2,Known,0.778,0.796,4.3,,13,8
m2.6_M5.8_i20_D2.2,3NPQ,2,Known,0.462,0.926,5.41,,13,10
m2.6_M5.8_i20_D2.2,3NPQ,3,Known,0.5,0.938,4.95,,13,10
m2.6_M5.8_i20_D2.2,4B5R,6,Known,0.667,0.812,3.04,,13,15
m2.6_M5.8_i20_D2.2,4RZD,3,Known,1,0.878,1.49,,13,12
m2.6_M5.8_i20_D2.2,5KX9,2,Known,1,0.274,1.96,,13,18
m2.6_M5.8_i20_D2.2,6FZ0,5,Known,0.704,0.949,3.71,,13,12
m2.6_M5.8_i20_D2.2,6LAS,3,Known,0.63,0.721,4.98,,13,10
m2.6_M5.8_i20_D2.2,6UBU,1,Known,1,0.452,2.39,,13,13
m2.6_M5.8_i20_D2.2,7ELR,1,Known,1,0.468,1.11,,13,5
m2.6_M5.8_i20_D2.4,1F27,1,Known,0.875,0.587,3.27,,13,5
m2.6_M5.8_i20_D2.4,1Q8N,1,Known,1,0.313,0.547,,13,9
m2.6_M5.8_i20_D2.4,2GDI,2,Known,0.654,0.451,4.15,,13,17
m2.6_M5.8_i20_D2.4,3E5C,2,Known,0.778,0.707,4.6,,13,8
m2.6_M5.8_i20_D2.4,3E5C,7,Known,0.37,0.595,3.52,,13,8
m2.6_M5.8_i20_D2.4,3NPQ,1,Known,0.923,0.641,2.94,,13,10
m2.6_M5.8_i20_D2.4,4B5R,9,Known,0.667,0.722,3.74,,13,17
m2.6_M5.8_i20_D2.4,4RZD,4,Known,1,0.878,1.49,,13,14
m2.6_M5.8_i20_D2.4,5KX9,4,Known,1,0.231,2.24,,13,19
m2.6_M5.8_i20_D2.4,6FZ0,7,Known,0.704,0.921,3.76,,13,11
m2.6_M5.8_i20_D2.4,6LAS,7,Known,0.63,0.721,4.98,,13,12
m2.6_M5.8_i20_D2.4,6UBU,1,Known,1,0.376,3.69,,13,13
m2.6_M5.8_i20_D2.4,7ELR,1,Known,1,0.45,1.18,,13,6
m2.6_M5.8_i25_D1.6,1F27,1,Known,0.875,1,1.3,,13,2
m2.6_M5.8_i25_D1.6,1Q8N,1,Known,1,0.853,1.53,,13,6
m2.6_M5.8_i25_D1.6,2GDI,1,Known,0.654,0.469,4.29,,13,8
m2.6_M5.8_i25_D1.6,3E5C,2,Known,0.667,1,3.83,,13,3
m2.6_M5.8_i25_D1.6,3E5C,3,Known,0.481,0.973,4.04,,13,3
m2.6_M5.8_i25_D1.6,3NPQ,2,Known,0.462,0.968,5.25,,13,6
m2.6_M5.8_i25_D1.6,3NPQ,3,Known,0.5,0.938,4.95,,13,6
m2.6_M5.8_i25_D1.6,4B5R,4,Known,0.481,1,3.08,,13,6
m2.6_M5.8_i25_D1.6,4B5R,6,Known,0.407,0.64,5.39,,13,6
m2.6_M5.8_i25_D1.6,4RZD,1,Known,1,0.896,1.76,,13,5
m2.6_M5.8_i25_D1.6,5KX9,4,Known,0.926,0.933,2.29,,13,12
m2.6_M5.8_i25_D1.6,6FZ0,1,Known,0.63,0.978,3.7,,13,5
m2.6_M5.8_i25_D1.6,6LAS,2,Known,0.63,1,4.01,,13,5
m2.6_M5.8_i25_D1.6,6UBU,1,Known,1,1,0.737,,13,4
m2.6_M5.8_i25_D1.6,7ELR,1,Known,1,0.81,1.49,,13,4
m2.6_M5.8_i25_D1.6,7ELR,2,Known,0.455,0.303,4.89,,13,4
m2.6_M5.8_i25_D1.6,8D2B,1,Known,0.696,1,4.05,,13,3
m2.6_M5.8_i25_D1.8,1F27,1,Known,0.875,0.67,3.48,,13,3
m2.6_M5.8_i25_D1.8,1Q8N,1,Known,1,0.699,0.537,,13,7
m2.6_M5.8_i25_D1.8,2GDI,1,Known,0.654,0.472,4.27,,13,14
m2.6_M5.8_i25_D1.8,3E5C,2,Known,0.778,0.988,2.96,,13,2
m2.6_M5.8_i25_D1.8,3NPQ,2,Known,0.462,0.926,5.41,,13,6
m2.6_M5.8_i25_D1.8,3NPQ,3,Known,0.5,0.938,4.95,,13,6
m2.6_M5.8_i25_D1.8,4B5R,4,Known,0.519,1,3.05,,13,8
m2.6_M5.8_i25_D1.8,4B5R,8,Known,0.407,0.64,5.39,,13,8
m2.6_M5.8_i25_D1.8,4RZD,1,Known,1,0.896,1.76,,13,7
m2.6_M5.8_i25_D1.8,5KX9,10,Known,1,0.493,2.82,,13,11
m2.6_M5.8_i25_D1.8,6FZ0,3,Known,0.704,0.948,3.68,,13,6
m2.6_M5.8_i25_D1.8,6LAS,2,Known,0.63,1,4.01,,13,6
m2.6_M5.8_i25_D1.8,6UBU,2,Known,1,0.824,1.35,,13,9
m2.6_M5.8_i25_D1.8,7ELR,1,Known,1,0.594,1.13,,13,4
m2.6_M5.8_i25_D1.8,8D2B,1,Known,0.696,0.978,4.04,,13,4
m2.6_M5.8_i25_D2.0,1F27,1,Known,0.875,0.67,3.48,,13,4
m2.6_M5.8_i25_D2.0,1Q8N,2,Known,1,0.683,0.711,,13,7
m2.6_M5.8_i25_D2.0,2GDI,1,Known,0.654,0.456,4.2,,13,12
m2.6_M5.8_i25_D2.0,3E5C,2,Known,0.778,0.988,2.96,,13,2
m2.6_M5.8_i25_D2.0,3NPQ,2,Known,0.462,0.926,5.41,,13,8
m2.6_M5.8_i25_D2.0,3NPQ,3,Known,0.5,0.938,4.95,,13,8
m2.6_M5.8_i25_D2.0,4B5R,4,Known,0.667,0.812,3.04,,13,8
m2.6_M5.8_i25_D2.0,4RZD,1,Known,1,0.903,1.41,,13,9
m2.6_M5.8_i25_D2.0,5KX9,3,Known,1,0.414,3.83,,13,13
m2.6_M5.8_i25_D2.0,6FZ0,4,Known,0.704,0.949,3.71,,13,8
m2.6_M5.8_i25_D2.0,6LAS,3,Known,0.63,0.755,4.65,,13,7
m2.6_M5.8_i25_D2.0,6UBU,1,Known,1,0.444,2.43,,13,9
m2.6_M5.8_i25_D2.0,7ELR,1,Known,1,0.537,0.712,,13,4
m2.6_M5.8_i25_D2.2,1F27,1,Known,0.875,0.664,3.5,,13,4
m2.6_M5.8_i25_D2.2,1Q8N,1,Known,1,0.351,0.71,,13,4
m2.6_M5.8_i25_D2.2,2GDI,1,Known,0.654,0.456,4.2,,13,13
m2.6_M5.8_i25_D2.2,3E5C,2,Known,0.778,0.796,4.3,,13,5
m2.6_M5.8_i25_D2.2,3NPQ,2,Known,0.462,0.926,5.41,,13,9
m2.6_M5.8_i25_D2.2,3NPQ,3,Known,0.5,0.938,4.95,,13,9
m2.6_M5.8_i25_D2.2,4B5R,4,Known,0.667,0.812,3.04,,13,9
m2.6_M5.8_i25_D2.2,4RZD,3,Known,1,0.878,1.49,,13,9
m2.6_M5.8_i25_D2.2,5KX9,2,Known,1,0.274,1.96,,13,9
m2.6_M5.8_i25_D2.2,6FZ0,5,Known,0.704,0.949,3.71,,13,8
m2.6_M5.8_i25_D2.2,6LAS,3,Known,0.63,0.721,4.98,,13,10
m2.6_M5.8_i25_D2.2,6UBU,1,Known,1,0.452,2.39,,13,10
m2.6_M5.8_i25_D2.2,7ELR,1,Known,1,0.468,1.11,,13,4
m2.6_M5.8_i25_D2.4,1F27,1,Known,0.875,0.587,3.27,,13,3
m2.6_M5.8_i25_D2.4,1Q8N,1,Known,1,0.313,0.547,,13,6
m2.6_M5.8_i25_D2.4,2GDI,2,Known,0.654,0.451,4.15,,13,14
m2.6_M5.8_i25_D2.4,3E5C,2,Known,0.778,0.707,4.6,,13,7
m2.6_M5.8_i25_D2.4,3E5C,6,Known,0.37,0.595,3.52,,13,7
m2.6_M5.8_i25_D2.4,3NPQ,1,Known,0.923,0.641,2.94,,13,8
m2.6_M5.8_i25_D2.4,4B5R,7,Known,0.667,0.722,3.74,,13,11
m2.6_M5.8_i25_D2.4,4RZD,4,Known,1,0.878,1.49,,13,11
m2.6_M5.8_i25_D2.4,5KX9,3,Known,1,0.231,2.24,,13,12
m2.6_M5.8_i25_D2.4,6FZ0,5,Known,0.704,0.921,3.76,,13,7
m2.6_M5.8_i25_D2.4,6LAS,7,Known,0.63,0.721,4.98,,13,12
m2.6_M5.8_i25_D2.4,6UBU,1,Known,1,0.376,3.69,,13,10
m2.6_M5.8_i25_D2.4,7ELR,1,Known,1,0.45,1.18,,13,6
m2.6_M5.8_i30_D1.6,1F27,1,Known,0.875,1,1.3,,13,1
m2.6_M5.8_i30_D1.6,1Q8N,1,Known,1,0.853,1.53,,13,4
m2.6_M5.8_i30_D1.6,2GDI,1,Known,0.654,0.469,4.29,,13,4
m2.6_M5.8_i30_D1.6,3E5C,2,Known,0.667,1,3.83,,13,3
m2.6_M5.8_i30_D1.6,3E5C,3,Known,0.481,0.973,4.04,,13,3
m2.6_M5.8_i30_D1.6,3NPQ,2,Known,0.462,0.968,5.25,,13,3
m2.6_M5.8_i30_D1.6,3NPQ,3,Known,0.5,0.938,4.95,,13,3
m2.6_M5.8_i30_D1.6,4B5R,4,Known,0.481,1,3.08,,13,6
m2.6_M5.8_i30_D1.6,4B5R,6,Known,0.407,0.64,5.39,,13,6
m2.6_M5.8_i30_D1.6,4RZD,1,Known,1,0.896,1.76,,13,4
m2.6_M5.8_i30_D1.6,5KX9,4,Known,0.926,0.933,2.29,,13,9
m2.6_M5.8_i30_D1.6,6FZ0,1,Known,0.63,0.978,3.7,,13,5
m2.6_M5.8_i30_D1.6,6LAS,2,Known,0.63,1,4.01,,13,4
m2.6_M5.8_i30_D1.6,6UBU,1,Known,1,1,0.737,,13,3
m2.6_M5.8_i30_D1.6,7ELR,1,Known,1,0.81,1.49,,13,3
m2.6_M5.8_i30_D1.6,7ELR,2,Known,0.455,0.303,4.89,,13,3
m2.6_M5.8_i30_D1.6,8D2B,1,Known,0.696,1,4.05,,13,3
m2.6_M5.8_i30_D1.8,1F27,1,Known,0.875,0.67,3.48,,13,1
m2.6_M5.8_i30_D1.8,1Q8N,1,Known,1,0.699,0.537,,13,4
m2.6_M5.8_i30_D1.8,2GDI,1,Known,0.654,0.472,4.27,,13,8
m2.6_M5.8_i30_D1.8,3E5C,2,Known,0.778,0.988,2.96,,13,2
m2.6_M5.8_i30_D1.8,3NPQ,2,Known,0.462,0.926,5.41,,13,4
m2.6_M5.8_i30_D1.8,3NPQ,3,Known,0.5,0.938,4.95,,13,4
m2.6_M5.8_i30_D1.8,4B5R,4,Known,0.519,1,3.05,,13,7
m2.6_M5.8_i30_D1.8,4B5R,7,Known,0.407,0.64,5.39,,13,7
m2.6_M5.8_i30_D1.8,4RZD,1,Known,1,0.896,1.76,,13,6
m2.6_M5.8_i30_D1.8,5KX9,8,Known,1,0.493,2.82,,13,9
m2.6_M5.8_i30_D1.8,6FZ0,3,Known,0.704,0.948,3.68,,13,6
m2.6_M5.8_i30_D1.8,6LAS,2,Known,0.63,1,4.01,,13,3
m2.6_M5.8_i30_D1.8,6UBU,2,Known,1,0.824,1.35,,13,7
m2.6_M5.8_i30_D1.8,7ELR,1,Known,1,0.594,1.13,,13,3
m2.6_M5.8_i30_D1.8,8D2B,1,Known,0.696,0.978,4.04,,13,4
m2.6_M5.8_i30_D2.0,1F27,1,Known,0.875,0.67,3.48,,13,2
m2.6_M5.8_i30_D2.0,1Q8N,2,Known,1,0.683,0.711,,13,5
m2.6_M5.8_i30_D2.0,2GDI,1,Known,0.654,0.456,4.2,,13,10
m2.6_M5.8_i30_D2.0,3E5C,2,Known,0.778,0.988,2.96,,13,2
