Parameters,PDB_ID,Pocket,Pocket_Type,Ligand_Overlap,Pocket_Overlap,Center_Offset,Volume_Ratio,PDB_count,PocNum_Max
m2.9_M5.4_i40_D1.6,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.4_i40_D1.6,6FZ0,2,Overlap,0.37,0.256,8.84,,13,2
m2.9_M5.4_i40_D1.6,6LAS,1,Known,0.593,1,3.74,,13,2
m2.9_M5.4_i40_D1.6,6LAS,2,Novel,0,0,11.8,,13,2
m2.9_M5.4_i40_D1.6,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i40_D1.6,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i40_D1.6,8D2B,1,Known,0.696,1,3.77,,13,1
m2.9_M5.4_i40_D1.65,1F27,1,Known,0.75,1,1.5,,13,1
m2.9_M5.4_i40_D1.65,1Q8N,1,Known,1,0.911,0.861,,13,1
m2.9_M5.4_i40_D1.65,2GDI,1,Known,0.5,0.859,5.57,,13,1
m2.9_M5.4_i40_D1.65,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i40_D1.65,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i40_D1.65,4RZD,1,Known,1,1,1.04,,13,3
m2.9_M5.4_i40_D1.65,4RZD,2,Novel,0,0,10,,13,3
m2.9_M5.4_i40_D1.65,4RZD,3,Novel,0,0,21.1,,13,3
m2.9_M5.4_i40_D1.65,5KX9,1,Known,0.593,0.883,3.05,,13,1
m2.9_M5.4_i40_D1.65,6FZ0,1,Known,0.704,0.987,3.61,,13,2
m2.9_M5.4_i40_D1.65,6FZ0,2,Overlap,0.37,0.256,8.84,,13,2
m2.9_M5.4_i40_D1.65,6LAS,2,Known,0.593,1,3.74,,13,3
m2.9_M5.4_i40_D1.65,6LAS,1,Novel,0,0,12.4,,13,3
m2.9_M5.4_i40_D1.65,6LAS,3,Novel,0,0,11.8,,13,3
m2.9_M5.4_i40_D1.65,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i40_D1.65,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i40_D1.65,8D2B,1,Known,0.696,1,3.72,,13,1
m2.9_M5.4_i40_D1.7,1F27,1,Known,0.75,0.794,2.83,,13,1
m2.9_M5.4_i40_D1.7,1Q8N,1,Known,1,0.911,0.861,,13,1
m2.9_M5.4_i40_D1.7,2GDI,1,Known,0.5,0.859,5.57,,13,1
m2.9_M5.4_i40_D1.7,3E5C,2,Known,0.778,1,3.1,,13,2
m2.9_M5.4_i40_D1.7,3E5C,1,Novel,0,0,12.2,,13,2
m2.9_M5.4_i40_D1.7,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i40_D1.7,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i40_D1.7,4RZD,1,Known,1,1,1.04,,13,3
m2.9_M5.4_i40_D1.7,4RZD,2,Novel,0,0,10,,13,3
m2.9_M5.4_i40_D1.7,4RZD,3,Novel,0,0,21.1,,13,3
m2.9_M5.4_i40_D1.7,5KX9,1,Known,0.593,0.883,3.05,,13,1
m2.9_M5.4_i40_D1.7,6FZ0,1,Known,0.704,0.987,3.61,,13,2
m2.9_M5.4_i40_D1.7,6FZ0,2,Overlap,0.37,0.256,8.84,,13,2
m2.9_M5.4_i40_D1.7,6LAS,2,Known,0.593,1,3.74,,13,3
m2.9_M5.4_i40_D1.7,6LAS,1,Novel,0,0,12.4,,13,3
m2.9_M5.4_i40_D1.7,6LAS,3,Novel,0,0,11.8,,13,3
m2.9_M5.4_i40_D1.7,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i40_D1.7,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i40_D1.7,8D2B,1,Known,0.696,0.974,3.73,,13,1
m2.9_M5.4_i42_D1.5,1Q8N,1,Known,1,0.934,0.807,,13,1
m2.9_M5.4_i42_D1.5,2GDI,1,Overlap,0.5,1,6.42,,13,1
m2.9_M5.4_i42_D1.5,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i42_D1.5,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i42_D1.5,4RZD,1,Known,1,1,1.04,,13,1
m2.9_M5.4_i42_D1.5,5KX9,1,Known,0.593,0.878,3.12,,13,1
m2.9_M5.4_i42_D1.5,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.4_i42_D1.5,6FZ0,2,Novel,0.037,0.0185,9.69,,13,2
m2.9_M5.4_i42_D1.5,6LAS,1,Known,0.593,1,3.74,,13,2
m2.9_M5.4_i42_D1.5,6LAS,2,Novel,0,0,11.8,,13,2
m2.9_M5.4_i42_D1.5,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i42_D1.5,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i42_D1.5,8D2B,1,Known,0.696,1,3.77,,13,1
m2.9_M5.4_i42_D1.55,1F27,1,Known,0.75,1,1.5,,13,1
m2.9_M5.4_i42_D1.55,1Q8N,1,Known,1,0.911,0.861,,13,1
m2.9_M5.4_i42_D1.55,2GDI,1,Known,0.5,0.859,5.57,,13,1
m2.9_M5.4_i42_D1.55,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i42_D1.55,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i42_D1.55,4RZD,1,Known,1,1,1.04,,13,1
m2.9_M5.4_i42_D1.55,5KX9,1,Known,0.593,0.878,3.12,,13,1
m2.9_M5.4_i42_D1.55,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.4_i42_D1.55,6FZ0,2,Novel,0.222,0.192,8.8,,13,2
m2.9_M5.4_i42_D1.55,6LAS,1,Known,0.593,1,3.74,,13,2
m2.9_M5.4_i42_D1.55,6LAS,2,Novel,0,0,11.8,,13,2
m2.9_M5.4_i42_D1.55,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i42_D1.55,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i42_D1.55,8D2B,1,Known,0.696,1,3.77,,13,1
m2.9_M5.4_i42_D1.6,1F27,1,Known,0.75,1,1.5,,13,1
m2.9_M5.4_i42_D1.6,1Q8N,1,Known,1,0.911,0.861,,13,1
m2.9_M5.4_i42_D1.6,2GDI,1,Known,0.5,0.859,5.57,,13,1
m2.9_M5.4_i42_D1.6,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i42_D1.6,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i42_D1.6,4RZD,1,Known,1,1,1.04,,13,2
m2.9_M5.4_i42_D1.6,4RZD,2,Novel,0,0,10,,13,2
m2.9_M5.4_i42_D1.6,5KX9,1,Known,0.593,0.883,3.05,,13,1
m2.9_M5.4_i42_D1.6,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.4_i42_D1.6,6FZ0,2,Overlap,0.37,0.256,8.84,,13,2
m2.9_M5.4_i42_D1.6,6LAS,1,Known,0.593,1,3.74,,13,2
m2.9_M5.4_i42_D1.6,6LAS,2,Novel,0,0,11.8,,13,2
m2.9_M5.4_i42_D1.6,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i42_D1.6,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i42_D1.6,8D2B,1,Known,0.696,1,3.77,,13,1
m2.9_M5.4_i42_D1.65,1F27,1,Known,0.75,1,1.5,,13,1
m2.9_M5.4_i42_D1.65,1Q8N,1,Known,1,0.911,0.861,,13,1
m2.9_M5.4_i42_D1.65,2GDI,1,Known,0.5,0.859,5.57,,13,1
m2.9_M5.4_i42_D1.65,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i42_D1.65,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i42_D1.65,4RZD,1,Known,1,1,1.04,,13,2
m2.9_M5.4_i42_D1.65,4RZD,2,Novel,0,0,10,,13,2
m2.9_M5.4_i42_D1.65,5KX9,1,Known,0.593,0.883,3.05,,13,1
m2.9_M5.4_i42_D1.65,6FZ0,1,Known,0.704,0.987,3.61,,13,2
m2.9_M5.4_i42_D1.65,6FZ0,2,Overlap,0.37,0.256,8.84,,13,2
m2.9_M5.4_i42_D1.65,6LAS,2,Known,0.593,1,3.74,,13,3
m2.9_M5.4_i42_D1.65,6LAS,1,Novel,0,0,12.4,,13,3
m2.9_M5.4_i42_D1.65,6LAS,3,Novel,0,0,11.8,,13,3
m2.9_M5.4_i42_D1.65,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i42_D1.65,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i42_D1.65,8D2B,1,Known,0.696,1,3.72,,13,1
m2.9_M5.4_i42_D1.7,1F27,1,Known,0.75,0.794,2.83,,13,1
m2.9_M5.4_i42_D1.7,1Q8N,1,Known,1,0.911,0.861,,13,1
m2.9_M5.4_i42_D1.7,2GDI,1,Known,0.5,0.859,5.57,,13,1
m2.9_M5.4_i42_D1.7,3E5C,2,Known,0.778,1,3.1,,13,2
m2.9_M5.4_i42_D1.7,3E5C,1,Novel,0,0,12.2,,13,2
m2.9_M5.4_i42_D1.7,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i42_D1.7,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i42_D1.7,4RZD,1,Known,1,1,1.04,,13,2
m2.9_M5.4_i42_D1.7,4RZD,2,Novel,0,0,10,,13,2
m2.9_M5.4_i42_D1.7,5KX9,1,Known,0.593,0.883,3.05,,13,1
m2.9_M5.4_i42_D1.7,6FZ0,1,Known,0.704,0.987,3.61,,13,2
m2.9_M5.4_i42_D1.7,6FZ0,2,Overlap,0.37,0.256,8.84,,13,2
m2.9_M5.4_i42_D1.7,6LAS,2,Known,0.593,1,3.74,,13,3
m2.9_M5.4_i42_D1.7,6LAS,1,Novel,0,0,12.4,,13,3
m2.9_M5.4_i42_D1.7,6LAS,3,Novel,0,0,11.8,,13,3
m2.9_M5.4_i42_D1.7,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i42_D1.7,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i42_D1.7,8D2B,1,Known,0.696,0.974,3.73,,13,1
m2.9_M5.4_i44_D1.5,1Q8N,1,Known,1,0.934,0.807,,13,1
m2.9_M5.4_i44_D1.5,2GDI,1,Overlap,0.5,1,6.42,,13,1
m2.9_M5.4_i44_D1.5,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i44_D1.5,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i44_D1.5,4RZD,1,Known,1,1,1.04,,13,1
m2.9_M5.4_i44_D1.5,5KX9,1,Known,0.593,0.878,3.12,,13,1
m2.9_M5.4_i44_D1.5,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.4_i44_D1.5,6FZ0,2,Novel,0.037,0.0185,9.69,,13,2
m2.9_M5.4_i44_D1.5,6LAS,1,Known,0.593,1,3.74,,13,1
m2.9_M5.4_i44_D1.5,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i44_D1.5,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i44_D1.5,8D2B,1,Known,0.696,1,3.77,,13,1
m2.9_M5.4_i44_D1.55,1F27,1,Known,0.75,1,1.5,,13,1
m2.9_M5.4_i44_D1.55,1Q8N,1,Known,1,0.911,0.861,,13,1
m2.9_M5.4_i44_D1.55,2GDI,1,Known,0.5,0.859,5.57,,13,1
m2.9_M5.4_i44_D1.55,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i44_D1.55,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i44_D1.55,4RZD,1,Known,1,1,1.04,,13,1
m2.9_M5.4_i44_D1.55,5KX9,1,Known,0.593,0.878,3.12,,13,1
m2.9_M5.4_i44_D1.55,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.4_i44_D1.55,6FZ0,2,Novel,0.222,0.192,8.8,,13,2
m2.9_M5.4_i44_D1.55,6LAS,1,Known,0.593,1,3.74,,13,1
m2.9_M5.4_i44_D1.55,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i44_D1.55,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i44_D1.55,8D2B,1,Known,0.696,1,3.77,,13,1
m2.9_M5.4_i44_D1.6,1F27,1,Known,0.75,1,1.5,,13,1
m2.9_M5.4_i44_D1.6,1Q8N,1,Known,1,0.911,0.861,,13,1
m2.9_M5.4_i44_D1.6,2GDI,1,Known,0.5,0.859,5.57,,13,1
m2.9_M5.4_i44_D1.6,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i44_D1.6,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i44_D1.6,4RZD,1,Known,1,1,1.04,,13,1
m2.9_M5.4_i44_D1.6,5KX9,1,Known,0.593,0.883,3.05,,13,1
m2.9_M5.4_i44_D1.6,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.4_i44_D1.6,6FZ0,2,Overlap,0.37,0.256,8.84,,13,2
m2.9_M5.4_i44_D1.6,6LAS,1,Known,0.593,1,3.74,,13,1
m2.9_M5.4_i44_D1.6,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i44_D1.6,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i44_D1.6,8D2B,1,Known,0.696,1,3.77,,13,1
m2.9_M5.4_i44_D1.65,1F27,1,Known,0.75,1,1.5,,13,1
m2.9_M5.4_i44_D1.65,1Q8N,1,Known,1,0.911,0.861,,13,1
m2.9_M5.4_i44_D1.65,2GDI,1,Known,0.5,0.859,5.57,,13,1
m2.9_M5.4_i44_D1.65,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i44_D1.65,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i44_D1.65,4RZD,1,Known,1,1,1.04,,13,1
m2.9_M5.4_i44_D1.65,5KX9,1,Known,0.593,0.883,3.05,,13,1
m2.9_M5.4_i44_D1.65,6FZ0,1,Known,0.704,0.987,3.61,,13,2
m2.9_M5.4_i44_D1.65,6FZ0,2,Overlap,0.37,0.256,8.84,,13,2
m2.9_M5.4_i44_D1.65,6LAS,2,Known,0.593,1,3.74,,13,2
m2.9_M5.4_i44_D1.65,6LAS,1,Novel,0,0,12.4,,13,2
m2.9_M5.4_i44_D1.65,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i44_D1.65,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i44_D1.65,8D2B,1,Known,0.696,1,3.72,,13,1
m2.9_M5.4_i44_D1.7,1F27,1,Known,0.75,0.794,2.83,,13,1
m2.9_M5.4_i44_D1.7,1Q8N,1,Known,1,0.911,0.861,,13,1
m2.9_M5.4_i44_D1.7,2GDI,1,Known,0.5,0.859,5.57,,13,1
m2.9_M5.4_i44_D1.7,3E5C,2,Known,0.778,1,3.1,,13,2
m2.9_M5.4_i44_D1.7,3E5C,1,Novel,0,0,12.2,,13,2
m2.9_M5.4_i44_D1.7,3NPQ,1,Known,0.5,1,4.6,,13,1
m2.9_M5.4_i44_D1.7,4B5R,1,Novel,0,0,14.9,,13,1
m2.9_M5.4_i44_D1.7,4RZD,1,Known,1,1,1.04,,13,1
m2.9_M5.4_i44_D1.7,5KX9,1,Known,0.593,0.883,3.05,,13,1
m2.9_M5.4_i44_D1.7,6FZ0,1,Known,0.704,0.987,3.61,,13,2
m2.9_M5.4_i44_D1.7,6FZ0,2,Overlap,0.37,0.256,8.84,,13,2
m2.9_M5.4_i44_D1.7,6LAS,2,Known,0.593,1,3.74,,13,2
m2.9_M5.4_i44_D1.7,6LAS,1,Novel,0,0,12.4,,13,2
m2.9_M5.4_i44_D1.7,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.4_i44_D1.7,7ELR,1,Known,1,0.904,1.28,,13,1
m2.9_M5.4_i44_D1.7,8D2B,1,Known,0.696,0.974,3.73,,13,1
m2.9_M5.5_i36_D1.5,1F27,1,Known,0.75,1,1.81,,13,1
m2.9_M5.5_i36_D1.5,1Q8N,1,Known,1,0.941,0.959,,13,2
m2.9_M5.5_i36_D1.5,1Q8N,2,Novel,0.08,0.111,7.97,,13,2
m2.9_M5.5_i36_D1.5,2GDI,2,Novel,0,0,10.2,,13,2
m2.9_M5.5_i36_D1.5,2GDI,1,Overlap,0.5,1,6.42,,13,2
m2.9_M5.5_i36_D1.5,3E5C,1,Novel,0,0,12.3,,13,1
m2.9_M5.5_i36_D1.5,3NPQ,1,Known,0.5,1,4.6,,13,2
m2.9_M5.5_i36_D1.5,3NPQ,2,Known,0.346,1,5.2,,13,2
m2.9_M5.5_i36_D1.5,4B5R,1,Novel,0,0,14.6,,13,1
m2.9_M5.5_i36_D1.5,4RZD,1,Known,1,1,1.02,,13,1
m2.9_M5.5_i36_D1.5,5KX9,1,Known,0.593,0.878,3.12,,13,3
m2.9_M5.5_i36_D1.5,5KX9,2,Novel,0,0,17.9,,13,3
m2.9_M5.5_i36_D1.5,5KX9,3,Novel,0.222,0.182,6.68,,13,3
m2.9_M5.5_i36_D1.5,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.5_i36_D1.5,6FZ0,2,Novel,0.037,0.0182,9.75,,13,2
m2.9_M5.5_i36_D1.5,6LAS,1,Known,0.593,1,3.74,,13,2
m2.9_M5.5_i36_D1.5,6LAS,2,Novel,0,0,11.7,,13,2
m2.9_M5.5_i36_D1.5,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.5_i36_D1.5,7ELR,1,Known,1,0.844,1.5,,13,1
m2.9_M5.5_i36_D1.5,8D2B,1,Known,0.696,1,3.77,,13,1
m2.9_M5.5_i36_D1.55,1F27,1,Known,0.75,1,1.59,,13,1
m2.9_M5.5_i36_D1.55,1Q8N,1,Known,1,0.92,1,,13,2
m2.9_M5.5_i36_D1.55,1Q8N,2,Novel,0.08,0.111,7.97,,13,2
m2.9_M5.5_i36_D1.55,2GDI,1,Known,0.5,0.859,5.57,,13,2
m2.9_M5.5_i36_D1.55,2GDI,2,Novel,0,0,10.2,,13,2
m2.9_M5.5_i36_D1.55,3E5C,1,Novel,0,0,12.3,,13,1
m2.9_M5.5_i36_D1.55,3NPQ,1,Known,0.5,1,4.6,,13,2
m2.9_M5.5_i36_D1.55,3NPQ,2,Known,0.346,1,5.2,,13,2
m2.9_M5.5_i36_D1.55,4B5R,1,Novel,0,0,14.6,,13,1
m2.9_M5.5_i36_D1.55,4RZD,1,Known,1,1,1.02,,13,2
m2.9_M5.5_i36_D1.55,4RZD,2,Novel,0,0,10.1,,13,2
m2.9_M5.5_i36_D1.55,5KX9,1,Known,0.593,0.878,3.12,,13,3
m2.9_M5.5_i36_D1.55,5KX9,2,Novel,0,0,17.9,,13,3
m2.9_M5.5_i36_D1.55,5KX9,3,Overlap,0.296,0.224,6.49,,13,3
m2.9_M5.5_i36_D1.55,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.5_i36_D1.55,6FZ0,2,Novel,0.222,0.211,8.8,,13,2
m2.9_M5.5_i36_D1.55,6LAS,1,Known,0.593,1,3.74,,13,2
m2.9_M5.5_i36_D1.55,6LAS,2,Novel,0,0,11.7,,13,2
m2.9_M5.5_i36_D1.55,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.5_i36_D1.55,7ELR,1,Known,1,0.844,1.5,,13,1
m2.9_M5.5_i36_D1.55,8D2B,1,Known,0.696,1,3.77,,13,1
m2.9_M5.5_i36_D1.6,1F27,1,Known,0.75,1,1.59,,13,1
m2.9_M5.5_i36_D1.6,1Q8N,1,Known,1,0.92,1,,13,2
m2.9_M5.5_i36_D1.6,1Q8N,2,Novel,0.08,0.111,7.97,,13,2
m2.9_M5.5_i36_D1.6,2GDI,1,Known,0.5,0.859,5.57,,13,2
m2.9_M5.5_i36_D1.6,2GDI,2,Novel,0,0,10.2,,13,2
m2.9_M5.5_i36_D1.6,3E5C,2,Known,0.667,1,3.66,,13,2
m2.9_M5.5_i36_D1.6,3E5C,1,Novel,0,0,12.3,,13,2
m2.9_M5.5_i36_D1.6,3NPQ,1,Known,0.5,1,4.6,,13,2
m2.9_M5.5_i36_D1.6,3NPQ,2,Known,0.346,1,5.2,,13,2
m2.9_M5.5_i36_D1.6,4B5R,2,Known,0.37,0.667,5.35,,13,2
m2.9_M5.5_i36_D1.6,4B5R,1,Novel,0,0,14.6,,13,2
m2.9_M5.5_i36_D1.6,4RZD,1,Known,1,1,1.02,,13,3
m2.9_M5.5_i36_D1.6,4RZD,2,Novel,0,0,10.1,,13,3
m2.9_M5.5_i36_D1.6,4RZD,3,Novel,0,0,21.1,,13,3
m2.9_M5.5_i36_D1.6,5KX9,1,Known,0.593,0.885,3.02,,13,3
m2.9_M5.5_i36_D1.6,5KX9,2,Novel,0,0,17.9,,13,3
m2.9_M5.5_i36_D1.6,5KX9,3,Overlap,0.296,0.224,6.49,,13,3
m2.9_M5.5_i36_D1.6,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.5_i36_D1.6,6FZ0,2,Overlap,0.37,0.269,8.83,,13,2
m2.9_M5.5_i36_D1.6,6LAS,1,Known,0.593,1,3.74,,13,2
m2.9_M5.5_i36_D1.6,6LAS,2,Novel,0,0,11.7,,13,2
m2.9_M5.5_i36_D1.6,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.5_i36_D1.6,7ELR,1,Known,1,0.844,1.5,,13,1
m2.9_M5.5_i36_D1.6,8D2B,1,Known,0.696,1,3.77,,13,2
m2.9_M5.5_i36_D1.6,8D2B,2,Novel,0,0,11.9,,13,2
m2.9_M5.5_i36_D1.65,1F27,1,Known,0.75,1,1.59,,13,1
m2.9_M5.5_i36_D1.65,1Q8N,1,Known,1,0.92,1,,13,2
m2.9_M5.5_i36_D1.65,1Q8N,2,Novel,0.08,0.111,7.97,,13,2
m2.9_M5.5_i36_D1.65,2GDI,1,Known,0.5,0.859,5.57,,13,2
m2.9_M5.5_i36_D1.65,2GDI,2,Novel,0,0,10.2,,13,2
m2.9_M5.5_i36_D1.65,3E5C,2,Known,0.778,1,3.06,,13,2
m2.9_M5.5_i36_D1.65,3E5C,1,Novel,0,0,12.3,,13,2
m2.9_M5.5_i36_D1.65,3NPQ,1,Known,0.5,1,4.6,,13,2
m2.9_M5.5_i36_D1.65,3NPQ,2,Known,0.346,1,5.2,,13,2
m2.9_M5.5_i36_D1.65,4B5R,2,Known,0.37,0.667,5.35,,13,2
m2.9_M5.5_i36_D1.65,4B5R,1,Novel,0,0,14.6,,13,2
m2.9_M5.5_i36_D1.65,4RZD,1,Known,1,1,1.02,,13,3
m2.9_M5.5_i36_D1.65,4RZD,2,Novel,0,0,10.1,,13,3
m2.9_M5.5_i36_D1.65,4RZD,3,Novel,0,0,21.1,,13,3
m2.9_M5.5_i36_D1.65,5KX9,1,Known,0.593,0.885,3.02,,13,4
m2.9_M5.5_i36_D1.65,5KX9,2,Novel,0,0,17.9,,13,4
m2.9_M5.5_i36_D1.65,5KX9,3,Novel,0,0,11.3,,13,4
m2.9_M5.5_i36_D1.65,5KX9,4,Overlap,0.296,0.24,6.46,,13,4
m2.9_M5.5_i36_D1.65,6FZ0,1,Known,0.704,0.987,3.61,,13,2
m2.9_M5.5_i36_D1.65,6FZ0,2,Overlap,0.37,0.269,8.83,,13,2
m2.9_M5.5_i36_D1.65,6LAS,2,Known,0.593,1,3.74,,13,3
m2.9_M5.5_i36_D1.65,6LAS,1,Novel,0,0,12.4,,13,3
m2.9_M5.5_i36_D1.65,6LAS,3,Novel,0,0,11.7,,13,3
m2.9_M5.5_i36_D1.65,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.5_i36_D1.65,7ELR,1,Known,1,0.844,1.5,,13,1
m2.9_M5.5_i36_D1.65,8D2B,1,Known,0.696,1,3.72,,13,2
m2.9_M5.5_i36_D1.65,8D2B,2,Novel,0,0,11.9,,13,2
m2.9_M5.5_i36_D1.7,1F27,1,Known,0.75,0.8,2.83,,13,1
m2.9_M5.5_i36_D1.7,1Q8N,1,Known,1,0.92,1,,13,2
m2.9_M5.5_i36_D1.7,1Q8N,2,Novel,0.08,0.111,7.97,,13,2
m2.9_M5.5_i36_D1.7,2GDI,1,Known,0.5,0.859,5.57,,13,2
m2.9_M5.5_i36_D1.7,2GDI,2,Novel,0,0,10.2,,13,2
m2.9_M5.5_i36_D1.7,3E5C,2,Known,0.778,1,3.06,,13,2
m2.9_M5.5_i36_D1.7,3E5C,1,Novel,0,0,12.3,,13,2
m2.9_M5.5_i36_D1.7,3NPQ,1,Known,0.5,0.962,4.79,,13,2
m2.9_M5.5_i36_D1.7,3NPQ,2,Known,0.346,1,5.2,,13,2
m2.9_M5.5_i36_D1.7,4B5R,2,Known,0.37,0.667,5.35,,13,2
m2.9_M5.5_i36_D1.7,4B5R,1,Novel,0,0,14.6,,13,2
m2.9_M5.5_i36_D1.7,4RZD,1,Known,1,1,1.02,,13,3
m2.9_M5.5_i36_D1.7,4RZD,2,Novel,0,0,10.1,,13,3
m2.9_M5.5_i36_D1.7,4RZD,3,Novel,0,0,21.1,,13,3
m2.9_M5.5_i36_D1.7,5KX9,1,Known,0.593,0.885,3.02,,13,4
m2.9_M5.5_i36_D1.7,5KX9,2,Novel,0,0,17.9,,13,4
m2.9_M5.5_i36_D1.7,5KX9,3,Novel,0,0,11.6,,13,4
m2.9_M5.5_i36_D1.7,5KX9,4,Overlap,0.296,0.24,6.46,,13,4
m2.9_M5.5_i36_D1.7,6FZ0,1,Known,0.704,0.987,3.61,,13,2
m2.9_M5.5_i36_D1.7,6FZ0,2,Overlap,0.37,0.269,8.83,,13,2
m2.9_M5.5_i36_D1.7,6LAS,2,Known,0.593,1,3.74,,13,3
m2.9_M5.5_i36_D1.7,6LAS,1,Novel,0,0,12.4,,13,3
m2.9_M5.5_i36_D1.7,6LAS,3,Novel,0,0,11.7,,13,3
m2.9_M5.5_i36_D1.7,6UBU,1,Known,1,1,0.866,,13,1
m2.9_M5.5_i36_D1.7,7ELR,1,Known,1,0.844,1.5,,13,1
m2.9_M5.5_i36_D1.7,8D2B,1,Known,0.696,0.974,3.73,,13,2
m2.9_M5.5_i36_D1.7,8D2B,2,Novel,0,0,11.9,,13,2
m2.9_M5.5_i38_D1.5,1F27,1,Known,0.75,1,1.81,,13,1
m2.9_M5.5_i38_D1.5,1Q8N,1,Known,1,0.941,0.959,,13,1
m2.9_M5.5_i38_D1.5,2GDI,1,Overlap,0.5,1,6.42,,13,1
m2.9_M5.5_i38_D1.5,3E5C,1,Novel,0,0,12.3,,13,1
m2.9_M5.5_i38_D1.5,3NPQ,1,Known,0.5,1,4.6,,13,2
m2.9_M5.5_i38_D1.5,3NPQ,2,Known,0.346,1,5.2,,13,2
m2.9_M5.5_i38_D1.5,4B5R,1,Novel,0,0,14.6,,13,1
m2.9_M5.5_i38_D1.5,4RZD,1,Known,1,1,1.02,,13,1
m2.9_M5.5_i38_D1.5,5KX9,1,Known,0.593,0.878,3.12,,13,3
m2.9_M5.5_i38_D1.5,5KX9,2,Novel,0,0,17.9,,13,3
m2.9_M5.5_i38_D1.5,5KX9,3,Novel,0.222,0.182,6.68,,13,3
m2.9_M5.5_i38_D1.5,6FZ0,1,Known,0.63,0.987,3.66,,13,2
m2.9_M5.5_i38_D1.5,6FZ0,2,Novel,0.037,0.0182,9.75,,13,2
